"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
1,"Home Page",/,1,"Making government services easier to find",http://localhost/,Home,Home,Home,Home,Home,Home,/,/,/,/,/,/,http://localhost/es/,,"USAGov English"
4,"Content Page",/student-visa,397,"Get a student visa to study in the U.S.",http://localhost/student-visa,Home,"Immigration and U.S. citizenship","Nonimmigrant and tourist visas","Student visa to study in the U.S.","Student visa to study in the U.S.","Student visa to study in the U.S.",/,/immigration-and-citizenship,/non-immigrant-visas,/student-visa,/student-visa,/student-visa,http://localhost/es/visas-estudiante,,"USAGov English"
5,"Content Page",/extend-visa,398,"How to extend your nonimmigrant or tourist visa",http://localhost/extend-visa,Home,Travel,"Travel to or within the U.S.","Visit the U.S. as a tourist","Extend your stay in the U.S.","Extend your stay in the U.S.",/,/travel,/travel-to-within-us,/visit-united-states,/extend-visa,/extend-visa,http://localhost/es/solicitud-extension-estadia-estados-unidos,,"USAGov English"
5,"Content Page",/lost-visa-passport,399,"Foreign visitors: what to do if your visa or passport is lost or stolen",http://localhost/lost-visa-passport,Home,Travel,"Travel to or within the U.S.","Visit the U.S. as a tourist","Visa or passport is lost or stolen","Visa or passport is lost or stolen",/,/travel,/travel-to-within-us,/visit-united-states,/lost-visa-passport,/lost-visa-passport,http://localhost/es/extranjeros-documentos-viajes-perdidos-robados,,"USAGov English"
5,"Content Page",/arrival-departure-record,400,"Form I-94 arrival-departure record for U.S. visitors",http://localhost/arrival-departure-record,Home,Travel,"Travel to or within the U.S.","Visit the U.S. as a tourist","Form I-94 arrival-departure record","Form I-94 arrival-departure record",/,/travel,/travel-to-within-us,/visit-united-states,/arrival-departure-record,/arrival-departure-record,http://localhost/es/i94-registro-entradas-salidas-estados-unidos,,"USAGov English"
5,"Content Page",/tourist-visa,401,"How to apply for or renew a U.S. tourist visa",http://localhost/tourist-visa,Home,Travel,"Travel to or within the U.S.","Visit the U.S. as a tourist","Get or renew a tourist visa","Get or renew a tourist visa",/,/travel,/travel-to-within-us,/visit-united-states,/tourist-visa,/tourist-visa,http://localhost/es/solicitar-renovar-visa-turista,,"USAGov English"
3,"Navigation Page",/non-immigrant-visas,402,"Nonimmigrant and tourist visas",http://localhost/non-immigrant-visas,Home,"Immigration and U.S. citizenship","Nonimmigrant and tourist visas","Nonimmigrant and tourist visas","Nonimmigrant and tourist visas","Nonimmigrant and tourist visas",/,/immigration-and-citizenship,/non-immigrant-visas,/non-immigrant-visas,/non-immigrant-visas,/non-immigrant-visas,http://localhost/es/visas-no-inmigrante-turista,,"USAGov English"
3,"Content Page",/authenticate-us-document,403,"Authenticate an official document for use outside the U.S.",http://localhost/authenticate-us-document,Home,"Laws and legal issues","Authenticate an official document","Authenticate an official document","Authenticate an official document","Authenticate an official document",/,/laws-and-legal-issues,/authenticate-us-document,/authenticate-us-document,/authenticate-us-document,/authenticate-us-document,http://localhost/es/apostillar-autenticar-documentos-estados-unidos,,"USAGov English"
4,"Content Page",/visit-territories,404,"Do you need a passport to travel to or from U.S. territories or Freely Associated States?",http://localhost/visit-territories,Home,Travel,"U.S. citizens traveling abroad","Visiting U.S. territories or Freely Associated States","Visiting U.S. territories or Freely Associated States","Visiting U.S. territories or Freely Associated States",/,/travel,/travel-abroad,/visit-territories,/visit-territories,/visit-territories,http://localhost/es/documentos-viaje-estadounidenses-territorios-eeuu,,"USAGov English"
4,"Content Page",/international-drivers-license,405,"International driver’s license for U.S. citizens",http://localhost/international-drivers-license,Home,Travel,"U.S. citizens traveling abroad","International driver’s license","International driver’s license","International driver’s license",/,/travel,/travel-abroad,/international-drivers-license,/international-drivers-license,/international-drivers-license,http://localhost/es/licencia-conducir-internacional,,"USAGov English"
4,"Content Page",/trusted-traveler-program,406,"Save time getting through airport security with Trusted Traveler Programs",http://localhost/trusted-traveler-program,Home,Travel,"U.S. citizens traveling abroad","Trusted Traveler Programs","Trusted Traveler Programs","Trusted Traveler Programs",/,/travel,/travel-abroad,/trusted-traveler-program,/trusted-traveler-program,/trusted-traveler-program,http://localhost/es/programas-viajeros-confianza-trusted-traveler,,"USAGov English"
4,"Content Page",/visas-citizens-traveling-abroad,407,"Visa requirements for U.S. citizens traveling abroad",http://localhost/visas-citizens-traveling-abroad,Home,Travel,"U.S. citizens traveling abroad","Visas for U.S. citizens traveling abroad","Visas for U.S. citizens traveling abroad","Visas for U.S. citizens traveling abroad",/,/travel,/travel-abroad,/visas-citizens-traveling-abroad,/visas-citizens-traveling-abroad,/visas-citizens-traveling-abroad,http://localhost/es/visas-estadounidenses-viajan-extranjero,,"USAGov English"
3,"Navigation Page",/travel-abroad,408,"U.S. citizens traveling abroad",http://localhost/travel-abroad,Home,Travel,"U.S. citizens traveling abroad","U.S. citizens traveling abroad","U.S. citizens traveling abroad","U.S. citizens traveling abroad",/,/travel,/travel-abroad,/travel-abroad,/travel-abroad,/travel-abroad,http://localhost/es/estadounidenses-viajes-extranjero,,"USAGov English"
5,"Content Page",/emergency-assistance-abroad,409,"How to get emergency assistance if you are in a foreign country",http://localhost/emergency-assistance-abroad,Home,Travel,"U.S. citizens traveling abroad","Emergency help for Americans abroad","Emergency assistance if you are in a foreign country","Emergency assistance if you are in a foreign country",/,/travel,/travel-abroad,/emergency-abroad,/emergency-assistance-abroad,/emergency-assistance-abroad,http://localhost/es/asistencia-emergencia-estadounidenses-extranjero,,"USAGov English"
5,"Content Page",/emergency-money-abroad,410,"How to get money if you are in a foreign country during an emergency",http://localhost/emergency-money-abroad,Home,Travel,"U.S. citizens traveling abroad","Emergency help for Americans abroad","Emergency money if you are in a foreign country","Emergency money if you are in a foreign country",/,/travel,/travel-abroad,/emergency-abroad,/emergency-money-abroad,/emergency-money-abroad,http://localhost/es/dinero-de-emergencia-estadounidenses-extranjero,,"USAGov English"
5,"Content Page",/death-abroad,411,"What to do if a U.S. citizen dies abroad",http://localhost/death-abroad,Home,Travel,"U.S. citizens traveling abroad","Emergency help for Americans abroad","If a U.S. citizen dies abroad","If a U.S. citizen dies abroad",/,/travel,/travel-abroad,/emergency-abroad,/death-abroad,/death-abroad,http://localhost/es/muerte-de-estadounidense-extranjero,,"USAGov English"
4,"Navigation Page",/emergency-abroad,412,"Emergency help for Americans abroad",http://localhost/emergency-abroad,Home,Travel,"U.S. citizens traveling abroad","Emergency help for Americans abroad","Emergency help for Americans abroad","Emergency help for Americans abroad",/,/travel,/travel-abroad,/emergency-abroad,/emergency-abroad,/emergency-abroad,http://localhost/es/ayuda-estadounidenses-extranjero,,"USAGov English"
4,"Content Page",/apply-adult-passport,413,"Apply for a new adult passport",http://localhost/apply-adult-passport,Home,Travel,"U.S. passports","Apply for a new adult passport","Apply for a new adult passport","Apply for a new adult passport",/,/travel,/passport,/apply-adult-passport,/apply-adult-passport,/apply-adult-passport,http://localhost/es/solicitar-pasaporte-estadounidense-primera-vez,,"USAGov English"
4,"Content Page",/renew-adult-passport,414,"Renew an adult passport",http://localhost/renew-adult-passport,Home,Travel,"U.S. passports","Renew an adult passport","Renew an adult passport","Renew an adult passport",/,/travel,/passport,/renew-adult-passport,/renew-adult-passport,/renew-adult-passport,http://localhost/es/renovar-pasaporte-adulto,,"USAGov English"
4,"Content Page",/child-passport,415,"Get a passport for a minor under 18",http://localhost/child-passport,Home,Travel,"U.S. passports","Get a passport for a minor under 18","Get a passport for a minor under 18","Get a passport for a minor under 18",/,/travel,/passport,/child-passport,/child-passport,/child-passport,http://localhost/es/solicitar-pasaporte-para-menor-18-anos,,"USAGov English"
4,"Content Page",/lost-stolen-passport,416,"Lost or stolen passports",http://localhost/lost-stolen-passport,Home,Travel,"U.S. passports","Lost or stolen passports","Lost or stolen passports","Lost or stolen passports",/,/travel,/passport,/lost-stolen-passport,/lost-stolen-passport,/lost-stolen-passport,http://localhost/es/pasaportes-eeuu-perdidos-robados,,"USAGov English"
3,"Navigation Page",/passport,417,"U.S. passports",http://localhost/passport,Home,Travel,"U.S. passports","U.S. passports","U.S. passports","U.S. passports",/,/travel,/passport,/passport,/passport,/passport,http://localhost/es/pasaporte-estados-unidos,,"USAGov English"
4,"Content Page",/crime-statistics,418,"Find crime statistics",http://localhost/crime-statistics,Home,"Laws and legal issues","Crime reporting, victim support, and crime statistics","Crime statistics","Crime statistics","Crime statistics",/,/laws-and-legal-issues,/crime,/crime-statistics,/crime-statistics,/crime-statistics,None,,"USAGov English"
4,"Content Page",/crime-victim-support,419,"Find support if you experienced a crime",http://localhost/crime-victim-support,Home,"Laws and legal issues","Crime reporting, victim support, and crime statistics","Support if you experienced crime","Support if you experienced crime","Support if you experienced crime",/,/laws-and-legal-issues,/crime,/crime-victim-support,/crime-victim-support,/crime-victim-support,http://localhost/es/ayuda-victimas-crimen,,"USAGov English"
3,"Navigation Page",/crime,421,"Report crime, find victim support, and get crime statistics",http://localhost/crime,Home,"Laws and legal issues","Crime reporting, victim support, and crime statistics","Crime reporting, victim support, and crime statistics","Crime reporting, victim support, and crime statistics","Crime reporting, victim support, and crime statistics",/,/laws-and-legal-issues,/crime,/crime,/crime,/crime,http://localhost/es/crimenes,,"USAGov English"
4,"Content Page",/complaint-about-prison,422,"File a complaint about a state or federal prison",http://localhost/complaint-about-prison,Home,"Laws and legal issues","Prisons and prisoners","Complain about a prison","Complain about a prison","Complain about a prison",/,/laws-and-legal-issues,/prisons-prisoners,/complaint-about-prison,/complaint-about-prison,/complaint-about-prison,http://localhost/es/quejas-sobre-prisiones,,"USAGov English"
4,"Content Page",/prisoner-records,423,"How to look up prisoners and prison records",http://localhost/prisoner-records,Home,"Laws and legal issues","Prisons and prisoners","Look up prisoners and prison records","Look up prisoners and prison records","Look up prisoners and prison records",/,/laws-and-legal-issues,/prisons-prisoners,/prisoner-records,/prisoner-records,/prisoner-records,http://localhost/es/localizar-prisioneros-registros-prisiones,,"USAGov English"
4,"Content Page",/visit-prisoner-send-money,424,"How to visit or send money to a prisoner",http://localhost/visit-prisoner-send-money,Home,"Laws and legal issues","Prisons and prisoners","Visit or send money to a prisoner","Visit or send money to a prisoner","Visit or send money to a prisoner",/,/laws-and-legal-issues,/prisons-prisoners,/visit-prisoner-send-money,/visit-prisoner-send-money,/visit-prisoner-send-money,http://localhost/es/visitar-mandar-dinero-prisionero,,"USAGov English"
3,"Navigation Page",/prisons-prisoners,425,"Prisons and prisoners",http://localhost/prisons-prisoners,Home,"Laws and legal issues","Prisons and prisoners","Prisons and prisoners","Prisons and prisoners","Prisons and prisoners",/,/laws-and-legal-issues,/prisons-prisoners,/prisons-prisoners,/prisons-prisoners,/prisons-prisoners,http://localhost/es/prisiones-prisioneros,,"USAGov English"
4,"Content Page",/government-files-privacy,426,"Get copies of your government files through the Privacy Act",http://localhost/government-files-privacy,Home,"Laws and legal issues","Federal laws and regulations","Your government files through the Privacy Act","Your government files through the Privacy Act","Your government files through the Privacy Act",/,/laws-and-legal-issues,/laws-and-regulations,/government-files-privacy,/government-files-privacy,/government-files-privacy,None,,"USAGov English"
4,"Content Page",/how-laws-are-made,427,"How laws are made",http://localhost/how-laws-are-made,Home,"Laws and legal issues","Federal laws and regulations","How laws are made","How laws are made","How laws are made",/,/laws-and-legal-issues,/laws-and-regulations,/how-laws-are-made,/how-laws-are-made,/how-laws-are-made,None,,"USAGov English"
4,"Content Page",/impeachment,428,"How federal impeachment works",http://localhost/impeachment,Home,"Laws and legal issues","Federal laws and regulations","Impeachment process","Impeachment process","Impeachment process",/,/laws-and-legal-issues,/laws-and-regulations,/impeachment,/impeachment,/impeachment,None,,"USAGov English"
4,"Content Page",/government-copyright,429,"Learn about copyright and federal government materials",http://localhost/government-copyright,Home,"Laws and legal issues","Federal laws and regulations","Copyrighted government works","Copyrighted government works","Copyrighted government works",/,/laws-and-legal-issues,/laws-and-regulations,/government-copyright,/government-copyright,/government-copyright,None,,"USAGov English"
4,"Content Page",/research-laws,430,"Research federal laws",http://localhost/research-laws,Home,"Laws and legal issues","Federal laws and regulations","Research federal laws","Research federal laws","Research federal laws",/,/laws-and-legal-issues,/laws-and-regulations,/research-laws,/research-laws,/research-laws,None,,"USAGov English"
3,"Navigation Page",/laws-and-regulations,431,"Federal laws and regulations",http://localhost/laws-and-regulations,Home,"Laws and legal issues","Federal laws and regulations","Federal laws and regulations","Federal laws and regulations","Federal laws and regulations",/,/laws-and-legal-issues,/laws-and-regulations,/laws-and-regulations,/laws-and-regulations,/laws-and-regulations,None,,"USAGov English"
3,"Content Page",/export-license-permit,432,"How to get an export license or permit",http://localhost/export-license-permit,Home,"Small business","Get an export license","Get an export license","Get an export license","Get an export license",/,/small-business,/export-license-permit,/export-license-permit,/export-license-permit,/export-license-permit,http://localhost/es/licencia-permiso-exportacion,,"USAGov English"
3,"Content Page",/import-license-permit,433,"How to get an import license or permit",http://localhost/import-license-permit,Home,"Small business","Get an import license","Get an import license","Get an import license","Get an import license",/,/small-business,/import-license-permit,/import-license-permit,/import-license-permit,/import-license-permit,http://localhost/es/licencia-permiso-importacion,,"USAGov English"
3,"Content Page",/start-business,434,"How to start and fund your own business",http://localhost/start-business,Home,"Small business","Start and fund your own business","Start and fund your own business","Start and fund your own business","Start and fund your own business",/,/small-business,/start-business,/start-business,/start-business,/start-business,http://localhost/es/crear-pequena-empresa,,"USAGov English"
2,"Navigation Cards Page",/small-business,435,"Small business",http://localhost/small-business,Home,"Small business","Small business","Small business","Small business","Small business",/,/small-business,/small-business,/small-business,/small-business,/small-business,http://localhost/es/pequenas-empresas,,"USAGov English"
3,"Content Page",/check-tax-withholding,436,"How to check and change your tax withholding",http://localhost/check-tax-withholding,Home,Taxes,"Check your tax withholding","Check your tax withholding","Check your tax withholding","Check your tax withholding",/,/taxes,/check-tax-withholding,/check-tax-withholding,/check-tax-withholding,/check-tax-withholding,http://localhost/es/revisar-retencion-impuestos,,"USAGov English"
3,"Content Page",/federal-tax-extensions,437,"Federal tax return extensions",http://localhost/federal-tax-extensions,Home,Taxes,"Federal tax return extensions","Federal tax return extensions","Federal tax return extensions","Federal tax return extensions",/,/taxes,/federal-tax-extensions,/federal-tax-extensions,/federal-tax-extensions,/federal-tax-extensions,http://localhost/es/extension-declarar-impuestos,,"USAGov English"
3,"Content Page",/tax-return-transcripts,438,"Get transcripts and copies of tax returns",http://localhost/tax-return-transcripts,Home,Taxes,"Transcripts of tax returns","Transcripts of tax returns","Transcripts of tax returns","Transcripts of tax returns",/,/taxes,/tax-return-transcripts,/tax-return-transcripts,/tax-return-transcripts,/tax-return-transcripts,http://localhost/es/copias-declaraciones-impuestos,,"USAGov English"
3,"Content Page",/resolve-tax-disputes,439,"Resolve tax disputes",http://localhost/resolve-tax-disputes,Home,Taxes,"Resolve tax disputes","Resolve tax disputes","Resolve tax disputes","Resolve tax disputes",/,/taxes,/resolve-tax-disputes,/resolve-tax-disputes,/resolve-tax-disputes,/resolve-tax-disputes,http://localhost/es/resolver-disputas-irs,,"USAGov English"
3,"Content Page",/state-taxes,440,"How to pay and get help with state and local taxes",http://localhost/state-taxes,Home,Taxes,"State and local taxes","State and local taxes","State and local taxes","State and local taxes",/,/taxes,/state-taxes,/state-taxes,/state-taxes,/state-taxes,http://localhost/es/impuestos-estatales,,"USAGov English"
2,"Navigation Cards Page",/taxes,441,Taxes,http://localhost/taxes,Home,Taxes,Taxes,Taxes,Taxes,Taxes,/,/taxes,/taxes,/taxes,/taxes,/taxes,http://localhost/es/impuestos,,"USAGov English"
4,"Content Page",/who-needs-to-file-taxes,442,"Find out if you need to file a federal tax return",http://localhost/who-needs-to-file-taxes,Home,Taxes,"Filing federal taxes","Do you need to file a federal tax return","Do you need to file a federal tax return","Do you need to file a federal tax return",/,/taxes,/file-federal-taxes,/who-needs-to-file-taxes,/who-needs-to-file-taxes,/who-needs-to-file-taxes,http://localhost/es/quien-debe-declarar-impuestos,,"USAGov English"
4,"Content Page",/was-tax-return-received,443,"Find out if your federal or state tax return was received",http://localhost/was-tax-return-received,Home,Taxes,"Filing federal taxes","Was your tax return received","Was your tax return received","Was your tax return received",/,/taxes,/file-federal-taxes,/was-tax-return-received,/was-tax-return-received,/was-tax-return-received,http://localhost/es/confirmar-declaracion-impuestos-fue-recibida,,"USAGov English"
4,"Content Page",/file-taxes-not-citizen,444,"Filing a federal tax return if you are a nonresident alien",http://localhost/file-taxes-not-citizen,Home,Taxes,"Filing federal taxes","Filing a tax return if you are not a U.S. citizen","Filing a tax return if you are not a U.S. citizen","Filing a tax return if you are not a U.S. citizen",/,/taxes,/file-federal-taxes,/file-taxes-not-citizen,/file-taxes-not-citizen,/file-taxes-not-citizen,http://localhost/es/declaracion-impuestos-extranjeros-no-residentes,,"USAGov English"
4,"Content Page",/file-taxes-outside-us,445,"How to file a federal tax return if you live outside the U.S.",http://localhost/file-taxes-outside-us,Home,Taxes,"Filing federal taxes","File a tax return if you live outside the U.S.","File a tax return if you live outside the U.S.","File a tax return if you live outside the U.S.",/,/taxes,/file-federal-taxes,/file-taxes-outside-us,/file-taxes-outside-us,/file-taxes-outside-us,http://localhost/es/declaracion-impuestos-desde-extranjero,,"USAGov English"
3,"Navigation Page",/file-federal-taxes,446,"File federal taxes",http://localhost/file-federal-taxes,Home,Taxes,"Filing federal taxes","Filing federal taxes","Filing federal taxes","Filing federal taxes",/,/taxes,/file-federal-taxes,/file-federal-taxes,/file-federal-taxes,/file-federal-taxes,http://localhost/es/declaracion-impuestos-federales,,"USAGov English"
4,"Content Page",/file-taxes,447,"How to file your federal income tax return",http://localhost/file-taxes,Home,Taxes,"Filing federal taxes","File your federal income tax return","File your federal income tax return","File your federal income tax return",/,/taxes,/file-federal-taxes,/file-taxes,/file-taxes,/file-taxes,http://localhost/es/declarar-impuestos-federales,,"USAGov English"
4,"Content Page",/contact-irs,448,"Contact the IRS for questions about your tax return",http://localhost/contact-irs,Home,Taxes,"Get help filing taxes","Contact the IRS for questions","Contact the IRS for questions","Contact the IRS for questions",/,/taxes,/help-with-taxes,/contact-irs,/contact-irs,/contact-irs,http://localhost/es/contactar-irs,,"USAGov English"
4,"Content Page",/help-filing-taxes,449,"Get free help with your tax return",http://localhost/help-filing-taxes,Home,Taxes,"Get help filing taxes","Get free help with your tax return","Get free help with your tax return","Get free help with your tax return",/,/taxes,/help-with-taxes,/help-filing-taxes,/help-filing-taxes,/help-filing-taxes,http://localhost/es/ayuda-preparar-declaracion-impuestos,,"USAGov English"
3,"Navigation Page",/help-with-taxes,450,"Get help filing taxes",http://localhost/help-with-taxes,Home,Taxes,"Get help filing taxes","Get help filing taxes","Get help filing taxes","Get help filing taxes",/,/taxes,/help-with-taxes,/help-with-taxes,/help-with-taxes,/help-with-taxes,http://localhost/es/ayuda-impuestos,,"USAGov English"
4,"Content Page",/federal-tax-forms,451,"Get federal tax return forms and file by mail",http://localhost/federal-tax-forms,Home,Taxes,"Federal tax forms","Federal tax return forms and file by mail","Federal tax return forms and file by mail","Federal tax return forms and file by mail",/,/taxes,/get-tax-forms,/federal-tax-forms,/federal-tax-forms,/federal-tax-forms,http://localhost/es/conseguir-formularios-impuestos,,"USAGov English"
4,"Content Page",/w2-form,452,"What to do if your W-2 form is incorrect, stolen, or you never received it",http://localhost/w2-form,Home,Taxes,"Federal tax forms","If your W-2 form is incorrect or never received it","If your W-2 form is incorrect or never received it","If your W-2 form is incorrect or never received it",/,/taxes,/get-tax-forms,/w2-form,/w2-form,/w2-form,http://localhost/es/formulario-w2,,"USAGov English"
3,"Navigation Page",/get-tax-forms,453,"Federal tax forms",http://localhost/get-tax-forms,Home,Taxes,"Federal tax forms","Federal tax forms","Federal tax forms","Federal tax forms",/,/taxes,/get-tax-forms,/get-tax-forms,/get-tax-forms,/get-tax-forms,http://localhost/es/formularios-impuestos,,"USAGov English"
4,"Content Page",/check-tax-status,454,"Check your federal or state tax refund status",http://localhost/check-tax-status,Home,Taxes,"Tax refunds","Check your tax refund status","Check your tax refund status","Check your tax refund status",/,/taxes,/tax-refunds,/check-tax-status,/check-tax-status,/check-tax-status,http://localhost/es/averiguar-estado-reembolso-impuestos,,"USAGov English"
4,"Content Page",/unclaimed-tax-refunds,455,"Undelivered and unclaimed tax refund checks",http://localhost/unclaimed-tax-refunds,Home,Taxes,"Tax refunds","Unclaimed tax refund checks","Unclaimed tax refund checks","Unclaimed tax refund checks",/,/taxes,/tax-refunds,/unclaimed-tax-refunds,/unclaimed-tax-refunds,/unclaimed-tax-refunds,http://localhost/es/reembolsos-impuestos-no-entregados,,"USAGov English"
4,"Content Page",/tax-refund-offset,456,"Why your tax refund may be lower than expected",http://localhost/tax-refund-offset,Home,Taxes,"Tax refunds","If your tax refund is lower than expected","If your tax refund is lower than expected","If your tax refund is lower than expected",/,/taxes,/tax-refunds,/tax-refund-offset,/tax-refund-offset,/tax-refund-offset,http://localhost/es/compensacion-reembolsos-impuestos,,"USAGov English"
3,"Navigation Page",/tax-refunds,457,"Tax refunds",http://localhost/tax-refunds,Home,Taxes,"Tax refunds","Tax refunds","Tax refunds","Tax refunds",/,/taxes,/tax-refunds,/tax-refunds,/tax-refunds,/tax-refunds,http://localhost/es/reembolsos-impuestos,,"USAGov English"
4,"Content Page",/child-dependent-care-credit,458,"Child and dependent care tax credit",http://localhost/child-dependent-care-credit,Home,Taxes,"Tax credits and disaster relief","Child and dependent care credit","Child and dependent care credit","Child and dependent care credit",/,/taxes,/child-disaster-tax,/child-dependent-care-credit,/child-dependent-care-credit,/child-dependent-care-credit,http://localhost/es/credito-cuidado-menores-dependientes,1,"USAGov English","Children and families; Disabilities"
4,"Content Page",/tax-disaster-relief,459,"Tax relief for federally declared disaster areas",http://localhost/tax-disaster-relief,Home,Taxes,"Tax credits and disaster relief","Tax relief for declared disaster areas","Tax relief for declared disaster areas","Tax relief for declared disaster areas",/,/taxes,/child-disaster-tax,/tax-disaster-relief,/tax-disaster-relief,/tax-disaster-relief,http://localhost/es/alivio-impuestos-desastre,,"USAGov English"
3,"Navigation Page",/child-disaster-tax,460,"Tax credits and disaster relief",http://localhost/child-disaster-tax,Home,Taxes,"Tax credits and disaster relief","Tax credits and disaster relief","Tax credits and disaster relief","Tax credits and disaster relief",/,/taxes,/child-disaster-tax,/child-disaster-tax,/child-disaster-tax,/child-disaster-tax,http://localhost/es/creditos-deducciones,,"USAGov English"
3,"Content Page",/es/funcionarios-electos,462,"Encuentre y contacte a los funcionarios electos",http://localhost/es/funcionarios-electos,"Página principal","Acerca de EE. UU. y su Gobierno","Funcionarios electos","Funcionarios electos","Funcionarios electos","Funcionarios electos",/es/,/es/acerca-de-estados-unidos,/es/funcionarios-electos,/es/funcionarios-electos,/es/funcionarios-electos,/es/funcionarios-electos,http://localhost/elected-officials,,"USAGov en Español"
4,"Standard Page- Nav Hidden",/es/funcionarios-electos-resultados,463,"Sus funcionarios electos",http://localhost/es/funcionarios-electos-resultados,"Página principal","Acerca de EE. UU. y su Gobierno","Funcionarios electos","Aprenda sobre los funcionarios que le representan","Aprenda sobre los funcionarios que le representan","Aprenda sobre los funcionarios que le representan",/es/,/es/acerca-de-estados-unidos,/es/funcionarios-electos,/es/funcionarios-electos-resultados,/es/funcionarios-electos-resultados,/es/funcionarios-electos-resultados,None,,"USAGov en Español"
4,"Standard Page- Nav Hidden",/es/funcionarios-electos-correo-electronico,464,"Envíe un correo electrónico a su funcionario electo",http://localhost/es/funcionarios-electos-correo-electronico,"Página principal","Acerca de EE. UU. y su Gobierno","Funcionarios electos","Contacte al funcionario que le representa","Contacte al funcionario que le representa","Contacte al funcionario que le representa",/es/,/es/acerca-de-estados-unidos,/es/funcionarios-electos,/es/funcionarios-electos-correo-electronico,/es/funcionarios-electos-correo-electronico,/es/funcionarios-electos-correo-electronico,None,,"USAGov en Español"
2,"Navigation Cards Page",/es/leyes-y-asuntos-legales,465,"Leyes y asuntos legales",http://localhost/es/leyes-y-asuntos-legales,"Página principal","Leyes y asuntos legales","Leyes y asuntos legales","Leyes y asuntos legales","Leyes y asuntos legales","Leyes y asuntos legales",/es/,/es/leyes-y-asuntos-legales,/es/leyes-y-asuntos-legales,/es/leyes-y-asuntos-legales,/es/leyes-y-asuntos-legales,/es/leyes-y-asuntos-legales,http://localhost/laws-and-legal-issues,,"USAGov en Español"
3,"Navigation Page",/es/certificado-del-registro,466,"Solicitud de copias de certificados del registro civil y documentos de identidad",http://localhost/es/certificado-del-registro,"Página principal","Leyes y asuntos legales","Certificados del registro civil y documentos de identidad","Certificados del registro civil y documentos de identidad","Certificados del registro civil y documentos de identidad","Certificados del registro civil y documentos de identidad",/es/,/es/leyes-y-asuntos-legales,/es/certificado-del-registro,/es/certificado-del-registro,/es/certificado-del-registro,/es/certificado-del-registro,http://localhost/request-documents,,"USAGov en Español"
4,"Content Page",/es/reemplazo-documentos-personales,467,"Cómo reemplazar documentos de identidad perdidos o robados",http://localhost/es/reemplazo-documentos-personales,"Página principal","Leyes y asuntos legales","Certificados del registro civil y documentos de identidad","Reemplazar documentos de identidad perdidos o robados","Reemplazar documentos de identidad perdidos o robados","Reemplazar documentos de identidad perdidos o robados",/es/,/es/leyes-y-asuntos-legales,/es/certificado-del-registro,/es/reemplazo-documentos-personales,/es/reemplazo-documentos-personales,/es/reemplazo-documentos-personales,http://localhost/replace-vital-documents,,"USAGov en Español"
4,"Content Page",/es/certificado-matrimonio,468,"Cómo sacar copia de un certificado o de una licencia de matrimonio",http://localhost/es/certificado-matrimonio,"Página principal","Leyes y asuntos legales","Certificados del registro civil y documentos de identidad","Certificado de matrimonio","Certificado de matrimonio","Certificado de matrimonio",/es/,/es/leyes-y-asuntos-legales,/es/certificado-del-registro,/es/certificado-matrimonio,/es/certificado-matrimonio,/es/certificado-matrimonio,http://localhost/marriage-certificate,,"USAGov en Español"
3,"Content Page",/es/asistencia-legal-gratis,469,"Cómo encontrar a un abogado y asistencia legal gratis o a bajo costo",http://localhost/es/asistencia-legal-gratis,"Página principal","Leyes y asuntos legales","Abogados y asistencia legal gratis o a bajo costo","Abogados y asistencia legal gratis o a bajo costo","Abogados y asistencia legal gratis o a bajo costo","Abogados y asistencia legal gratis o a bajo costo",/es/,/es/leyes-y-asuntos-legales,/es/asistencia-legal-gratis,/es/asistencia-legal-gratis,/es/asistencia-legal-gratis,/es/asistencia-legal-gratis,http://localhost/legal-aid,,"USAGov en Español"
4,"Content Page",/es/certificado-nacimiento,470,"Cómo sacar una copia certificada del certificado de nacimiento",http://localhost/es/certificado-nacimiento,"Página principal","Leyes y asuntos legales","Certificados del registro civil y documentos de identidad","Certificado de nacimiento","Certificado de nacimiento","Certificado de nacimiento",/es/,/es/leyes-y-asuntos-legales,/es/certificado-del-registro,/es/certificado-nacimiento,/es/certificado-nacimiento,/es/certificado-nacimiento,http://localhost/birth-certificate,,"USAGov en Español"
4,"Content Page",/es/certificado-divorcio,471,"Cómo sacar copia de un decreto de divorcio o del certificado de divorcio",http://localhost/es/certificado-divorcio,"Página principal","Leyes y asuntos legales","Certificados del registro civil y documentos de identidad","Certificado de divorcio","Certificado de divorcio","Certificado de divorcio",/es/,/es/leyes-y-asuntos-legales,/es/certificado-del-registro,/es/certificado-divorcio,/es/certificado-divorcio,/es/certificado-divorcio,http://localhost/divorce-decree,,"USAGov en Español"
